,index,brand,model,price,rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,os,year_of_warranty,cluster
363,375,asus,Asus Vivobook Go 14 E410KA-EK013W Laptop (Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),335.7,45,intel,celeron,2,2,8,SSD,256,intel,integrated,0,14.0,1920,1080,windows,1,124
364,376,asus,Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop (Ryzen 7 5800HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),959.11,63,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,85
365,377,acer,Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),287.72,38,intel,celeron,2,2,8,SSD,64,intel,integrated,0,14.0,1080,1920,chrome,1,120
366,378,dell,Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),617.5,58,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,91
367,379,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),623.54,63,amd,ryzen 5,4,8,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,50
368,380,dell,Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),683.5,57,intel,core i3,6,8,8,SSD,256,intel,integrated,1,14.0,1920,1200,windows,1,65
369,381,hp,HP Omen 17-ck2011TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),4107.74,88,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,0,17.3,2560,1440,windows,1,29
370,382,zebronics,Zebronics Pro Series Z ZEB-NBC 4S 2023 Laptop (12th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),479.62,66,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,33
371,383,zebronics,Zebronics ZEB-NBC 2S 2023 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),395.66,60,intel,core i5,4,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,49
372,384,primebook,Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),155.79,31,other,other,8,0,4,HDD,64,arm,integrated,0,11.6,1366,768,other,1,60
373,385,acer,Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),767.57,65,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,47
374,386,acer,Acer Nitro V ANV15-51 NH.QNASI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),791.44,62,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,130
375,387,ultimus,Ultimus Lite NU14U4INC54BN-CS Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),197.77,47,intel,celeron,2,2,8,SSD,256,intel,integrated,0,14.1,1366,768,windows,1,39
376,388,hp,HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),637.93,62,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,135
377,389,zebronics,Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),611.54,72,intel,core i7,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,33
378,390,hp,HP Pavilion Plus 14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11),1110.47,70,amd,ryzen 7,8,16,16,SSD,1024,amd,integrated,0,14.0,2880,1800,windows,1,86
379,391,hp,HP Omen 17-ck2008AX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 1TB SSD/ Win 11/ 12GB Graphics),3112.27,85,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,0,17.3,2560,1440,windows,1,24
380,392,hp,HP Omen 16-u0024TX Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),3514.05,88,intel,core i9,24,32,32,SSD,2048,nvidia,dedicated,0,16.1,2560,1600,windows,1,1
381,393,hp,HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),1990.89,79,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,0,17.3,1920,1080,windows,1,30
382,394,hp,HP Omen 16-u0022TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),2020.89,78,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,0,16.1,2560,1600,windows,1,59
383,395,asus,Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),1031.31,70,intel,core i5,12,16,8,SSD,512,nvidia,dedicated,0,17.3,1920,1080,windows,1,43
384,396,lenovo,Lenovo Yoga Slim 6 14IRH8 83E00015IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),1019.32,58,intel,core i5,12,16,16,SSD,1024,intel,integrated,0,14.0,1920,1200,windows,1,5
385,397,lenovo,Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),961.75,57,intel,core i5,12,16,16,SSD,512,intel,integrated,0,14.0,1920,1200,windows,1,51
386,398,lenovo,Lenovo IdeaPad Pro 5 83AQ005SIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1309.56,63,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,3,27
387,399,lenovo,Lenovo IdeaPad Gaming 3 82K2027CIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),649.92,65,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,50
388,400,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),649.92,69,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,148
389,401,asus,Asus CX1101CMA-GJ0004 Chromebook (Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS),179.78,38,intel,celeron,2,2,4,HDD,32,intel,integrated,0,11.6,1366,768,chrome,1,105
390,402,asus,Asus TUF Gaming F17 FX706HF-HX019W Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),800.18,66,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,0,17.3,1920,1080,windows,1,43
391,403,asus,Asus Vivobook 15 X1502ZA-EJ531WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),647.52,51,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,15
392,404,asus,Asus Chromebook 14 CX1400CKA-EK0266 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),251.74,38,intel,celeron,2,2,8,SSD,128,intel,integrated,0,14.0,1920,1080,chrome,1,2
393,405,lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),937.76,64,intel,core i5,10,12,16,SSD,512,intel,integrated,1,14.0,1920,1200,windows,1,51
394,406,lenovo,Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),479.62,56,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,14
395,407,dell,Dell Inspiron 5430 IN5430FR0KC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),743.47,53,intel,core i5,10,12,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,65
396,408,hp,HP 15s-fy5006TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),467.62,57,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,95
397,409,lenovo,Lenovo Yoga Slim 6 14IRH8 83E00007IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),1117.66,58,intel,core i7,14,20,16,SSD,512,intel,integrated,0,14.0,1920,1200,windows,1,51
398,410,lenovo,Lenovo Legion Pro 5 82WM00B7IN Gaming Laptop ( AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1969.19,84,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,17
399,411,lenovo,Lenovo Legion Pro 7 2023 82WQ007TIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),3585.9,85,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,29
400,412,lenovo,Lenovo Legion Slim 5 82YA00DXIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1669.36,78,intel,core i7,10,16,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,17
401,413,lenovo,Lenovo IdeaPad Slim 5 82XD005RIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),841.82,58,intel,core i5,8,12,16,SSD,512,intel,integrated,0,14.0,1920,1200,windows,2,51
402,414,lenovo,Lenovo Legion 5 Pro 82JQ010EIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1240.06,77,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,16.0,2560,1600,windows,1,92
403,415,lenovo,Lenovo IdeaPad 1 82VG00ESIN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),479.62,57,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,14
404,416,msi,MSI CreatorPro Z16 HX B13VKTO-214IN Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ RTX 3000 Ada),5396.91,89,intel,core i9,24,32,4,SSD,2048,nvidia,dedicated,0,16.0,2560,1600,windows,2,81
405,417,lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),1079.41,65,intel,core i7,10,12,16,SSD,512,intel,integrated,1,14.0,1920,1200,windows,1,51
406,418,lenovo,Lenovo IdeaPad 3 15IAU7 82RK00XDIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),419.65,57,intel,core i3,6,8,8,SSD,256,intel,integrated,0,15.6,1920,1080,windows,1,82
407,419,msi,MSI Bravo 15 B7ED-011IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),959.35,70,amd,ryzen 7,8,16,16,SSD,512,amd,dedicated,0,15.6,1920,1080,windows,1,69
408,420,hp,HP 14s-dr3002TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),347.69,47,intel,celeron,2,2,8,SSD,512,intel,integrated,0,14.0,1366,768,windows,1,127
409,421,acer,Acer TravelMate P2 TMP214-53 Business Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),599.55,67,intel,core i7,4,8,16,SSD,1024,intel,integrated,0,14.0,1920,1080,windows,1,44
410,422,acer,Acer Aspire 5 2023 A515-58GM Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),739.99,65,intel,core i5,10,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,47
411,423,lenovo,Lenovo IdeaPad Slim 1 82VG00EVIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),395.66,57,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,14
412,424,lenovo,Lenovo IdeaPad Gaming 3 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),599.55,67,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,148
413,425,asus,Asus Vivobook 16 2023 X1605VA-MB957WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),1039.7,73,intel,core i9,14,20,16,SSD,1024,intel,integrated,0,16.0,1920,1200,windows,1,25
414,426,acer,Acer Chromebook CB314-3H NX.K04SI.007 Laptop (Intel Celeron N4500/ 8GB/ 128GB SSD/ Chrome OS),305.71,38,intel,celeron,2,2,8,SSD,128,intel,integrated,0,14.0,1280,1024,chrome,1,36
415,427,dell,Dell Inspiron 15 3511 IN35117W5CCS01ORB1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),815.89,53,intel,core i5,4,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,91
416,428,hp,HP Zbook FireFly 14 G8 4F0W6PA Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 ),1079.39,70,intel,core i5,4,8,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,46
417,429,asus,Asus Vivobook S14 Flip TN3402QA-LZ551WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB SSD/Win11),832.79,58,amd,ryzen 5,6,12,16,SSD,1024,amd,integrated,1,14.0,1920,1200,windows,1,68
418,430,asus,Asus Vivobook S14 Flip TN3402QA-LZ751WS Laptop (AMD Ryzen 7/ 16GB/ 1TB SSD/Win11),887.39,62,amd,ryzen 7,8,16,16,SSD,1024,amd,integrated,1,14.0,1920,1200,windows,1,68
419,431,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),479.62,58,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,14
420,432,lenovo,Lenovo IdeaPad Gaming 3 82SB00V4IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),764.12,60,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,50
421,433,lenovo,Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),599.55,62,amd,ryzen 5,4,8,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,50
422,434,lenovo,Lenovo IdeaPad Slim 3 82RK011DIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),395.66,51,intel,core i3,6,8,8,SSD,256,intel,integrated,0,15.6,1920,1080,windows,1,82
423,435,dell,Dell Vostro 3520 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),675.71,57,intel,core i5,4,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,91
424,436,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00EQIN Laptop (AMD Athlon 7120U / 8GB/ 512GB SSD/ Win11 Home),362.08,46,amd,other,2,2,8,SSD,512,amd,integrated,0,15.6,1366,768,windows,1,35
425,437,dell,Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),682.18,57,intel,core i5,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,107
426,438,dell,Dell Vostro 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),683.5,56,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,15
427,439,acer,Acer Aspire 5 A515-57 UN.K3JSI.013 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),479.62,58,intel,core i3,6,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
428,440,lenovo,Lenovo V14 G4 Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),359.68,51,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,14.0,1920,1080,windows,1,48
429,441,lenovo,Lenovo V15 G3 82TTA02UIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),563.57,63,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,146
430,442,dell,Dell Inspiron 3520 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),611.54,57,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,15
431,443,lenovo,Lenovo Thinkpad E15 G4 21DJA0Y0IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),659.52,64,intel,core i7,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,107
432,444,dell,Dell Vostro 3525 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),467.62,56,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,102
433,445,msi,MSI Creator Pro M16 B13VJ-1272IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),2357.66,83,intel,core i7,14,20,32,SSD,1024,nvidia,dedicated,0,16.0,1920,1200,windows,2,26
434,446,asus,Asus ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1199.22,70,intel,core i5,10,16,16,SSD,1024,nvidia,dedicated,0,16.0,1920,1200,windows,1,20
435,447,hp,HP 240 G9 821J4PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ Win11),899.49,64,intel,core i5,10,12,8,SSD,512,intel,integrated,0,14.0,1366,768,windows,1,112
436,448,lenovo,Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),509.71,43,intel,core i3,5,6,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,82
437,449,lenovo,Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),815.43,69,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,1,14.0,1920,1200,windows,1,62
438,450,asus,Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),1033.7,71,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,17.3,1920,1080,windows,1,43
439,451,lenovo,Lenovo IdeaPad 3 82H802L3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),439.56,58,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,73
440,452,hp,HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1367.23,75,intel,core i7,10,12,16,SSD,1024,intel,integrated,0,16.0,1920,1200,windows,1,25
441,453,dell,Dell Inspiron 3530 15 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),791.44,57,intel,core i5,10,12,16,SSD,1024,intel,integrated,0,15.6,1920,1080,windows,1,42
442,454,lenovo,Lenovo IdeaPad Slim 3 82H803HPIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),587.56,59,intel,core i5,4,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
443,455,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),599.55,65,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,148
444,456,acer,Acer Aspire Lite 15 AL15-51 Laptop (11th Gen Core i3/16GB/ 512GB SSD/ Win11),419.65,62,intel,core i3,2,4,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
445,457,lenovo,Lenovo Yoga 6 13ABR8 83B2007UIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),1043.31,71,amd,ryzen 7,8,16,16,SSD,1024,amd,integrated,1,13.3,1920,1200,windows,1,68
446,458,lenovo,Lenovo IdeaPad Flex 5 82R900D4IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),791.44,63,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,1,14.0,1920,1200,windows,1,62
447,459,microsoft,Microsoft Surface Laptop Go 3 (12th Gen Core i5/ 16 GB RAM/ 256 GB SSD/ Win 11),1169.24,60,intel,core i5,10,12,16,SSD,256,intel,integrated,1,12.4,1536,1024,windows,1,77
448,460,ultimus,Ultimus Neo NU14U3INT54BN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/Win11 Home),274.8,52,intel,core i3,2,4,8,SSD,256,intel,integrated,0,14.1,1920,1080,windows,1,89
449,461,lenovo,Lenovo Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),2230.65,89,intel,core i9,14,20,16,SSD,1024,nvidia,dedicated,0,16.0,3200,2000,windows,1,99
450,462,dell,Dell Inspiron 7430 2023 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1193.1,62,intel,core i7,10,12,16,SSD,1024,intel,integrated,1,14.0,1920,1200,windows,1,5
451,463,lenovo,Lenovo Legion Slim 5 16APH8 82Y90042IN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1547.03,83,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,16.0,2560,1600,windows,1,92
452,464,lenovo,Lenovo Legion Slim 5 82Y9009KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1367.13,79,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,114
453,465,hp,HP Victus 15-fb0158AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),623.54,67,amd,ryzen 5,6,12,8,SSD,512,amd,dedicated,0,15.6,1920,1080,windows,1,28
454,466,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),623.54,67,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,148
455,467,hp,HP Pavilion x360 14-ek1021TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1087.67,70,intel,core i7,10,12,16,SSD,512,intel,integrated,1,14.0,1920,1080,windows,1,9
456,468,lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9014LIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),839.42,66,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,111
457,469,lenovo,Lenovo S14 Gen 3 82TW001DIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),575.56,56,intel,core i5,10,12,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,3,0
458,470,lenovo,Lenovo Yoga Pro 7 82Y700A2IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),1201.62,65,intel,core i7,14,20,16,SSD,1024,intel,integrated,0,14.5,2560,1600,windows,1,61
459,471,hp,HP 15-fc0027AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),480.93,57,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,139
460,472,lenovo,Lenovo Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1648.97,83,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,16.0,2560,1600,windows,1,92
461,473,lenovo,Lenovo ThinkBook 15 Gen 5 21JF0026MJ Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),647.52,69,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,0,16.0,1920,1080,windows,1,132
462,474,acer,Acer Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),515.6,50,intel,core i3,5,6,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,137
463,475,asus,Asus VivoBook 15 X515MA-BR022WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),338.09,43,intel,celeron,2,2,8,SSD,512,intel,integrated,0,15.6,1366,768,windows,1,16
464,476,fujitsu,Fujitsu CH 4ZR1L82434 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),887.39,67,intel,core i7,10,12,16,SSD,512,intel,integrated,0,13.3,1920,1080,windows,2,9
465,477,asus,Asus Vivobook 15X OLED M3504YA-LK752WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),881.07,67,amd,ryzen 7,8,16,16,SSD,1024,amd,integrated,0,15.6,1920,1080,windows,1,116
466,478,asus,Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),539.58,59,intel,core i3,6,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
467,479,asus,Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),724.15,60,intel,core i5,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,31
468,480,hp,HP Pavilion 15-eg3018TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),910.18,59,intel,core i5,10,12,16,SSD,1024,intel,integrated,0,15.6,1920,1080,windows,1,25
469,481,hp,HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),335.7,51,intel,celeron,2,2,8,SSD,512,intel,integrated,0,15.6,1366,768,windows,1,16
470,482,lenovo,Lenovo Ideapad 3 15ITL06 82H803GUIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),443.76,52,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,73
471,483,lenovo,Lenovo IdeaPad Flex 5 82Y00053IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),1057.7,58,intel,core i7,10,12,16,SSD,512,intel,integrated,1,14.0,1920,1200,windows,1,51
472,484,lenovo,Lenovo IdeaPad 3 82H803HRIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),755.46,60,intel,core i7,4,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
